,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
112960,545905,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-08 08:53:00,2.95,15234.0,United Kingdom
113187,545914,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-03-08 11:39:00,2.55,13340.0,United Kingdom
113618,545993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,84,2011-03-08 13:23:00,2.55,13777.0,United Kingdom
114378,546008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-08 15:43:00,5.79,,United Kingdom
114464,546015,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-08 16:48:00,2.95,14336.0,United Kingdom
114506,546017,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-08 17:23:00,2.95,14507.0,United Kingdom
114553,546027,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-09 08:09:00,2.95,12759.0,Netherlands
114592,546028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-03-09 08:33:00,2.95,17049.0,United Kingdom
114683,546038,71053,WHITE METAL LANTERN,4,2011-03-09 10:19:00,3.75,15071.0,United Kingdom
114694,546062,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-03-09 10:51:00,2.95,16221.0,United Kingdom
114982,546096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-03-09 11:59:00,2.55,15502.0,United Kingdom
114983,546096,71053,WHITE METAL LANTERN,4,2011-03-09 11:59:00,3.75,15502.0,United Kingdom
115003,546100,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-09 12:04:00,2.95,16572.0,United Kingdom
115043,546104,71053,WHITE METAL LANTERN,3,2011-03-09 12:19:00,3.75,14527.0,United Kingdom
115212,546111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-09 12:39:00,2.95,14165.0,United Kingdom
115238,546113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-09 13:18:00,2.95,14344.0,United Kingdom
115271,546115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-09 13:50:00,2.95,15379.0,United Kingdom
115372,546117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-09 13:56:00,2.95,16771.0,United Kingdom
115931,546163,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-10 10:03:00,2.95,17377.0,United Kingdom
116326,546237,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-10 12:50:00,2.95,16625.0,United Kingdom
116351,546239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-10 12:59:00,2.95,14064.0,United Kingdom
116452,546248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-10 13:46:00,2.95,16477.0,United Kingdom
116484,546250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-03-10 14:14:00,2.95,14350.0,United Kingdom
116572,546252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-10 14:42:00,2.95,14930.0,Channel Islands
116599,546255,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-10 14:56:00,2.95,13468.0,United Kingdom
116638,546261,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-03-10 15:01:00,2.95,17841.0,United Kingdom
116912,546306,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-10 16:16:00,2.95,,United Kingdom
117004,546318,85123A,WHITE HANGING HEART T-LIGHT HOLDER,100,2011-03-11 09:20:00,2.55,16013.0,United Kingdom
117007,546321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-11 09:39:00,2.95,16475.0,United Kingdom
117330,546382,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-11 12:44:00,2.95,18149.0,United Kingdom
117584,546392,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-11 14:15:00,2.95,14587.0,United Kingdom
117701,546399,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-11 14:58:00,2.95,14352.0,United Kingdom
118003,546418,71053,WHITE METAL LANTERN,2,2011-03-13 10:57:00,3.75,17315.0,United Kingdom
118138,546423,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-03-13 12:39:00,2.95,14502.0,United Kingdom
118239,546426,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-13 13:46:00,2.95,13708.0,United Kingdom
118266,546426,71053,WHITE METAL LANTERN,4,2011-03-13 13:46:00,3.75,13708.0,United Kingdom
118591,546440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-14 10:31:00,2.95,16871.0,United Kingdom
118683,546466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-14 11:04:00,2.95,18118.0,United Kingdom
119004,C546519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-03-14 12:27:00,2.95,14350.0,United Kingdom
119277,546538,71053,WHITE METAL LANTERN,4,2011-03-14 14:51:00,3.75,16327.0,United Kingdom
119547,546549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-14 16:46:00,2.95,17799.0,United Kingdom
119597,546554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-15 09:13:00,2.95,16037.0,United Kingdom
119616,546555,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-03-15 09:22:00,2.55,17675.0,United Kingdom
119683,546562,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-15 10:45:00,2.95,16293.0,United Kingdom
119776,546580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-15 11:09:00,2.95,14911.0,EIRE
119859,546633,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-03-15 12:06:00,2.55,16168.0,United Kingdom
119993,546640,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-15 12:56:00,2.95,14092.0,United Kingdom
120069,546646,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-15 13:49:00,2.95,13716.0,United Kingdom
120337,546653,71053,WHITE METAL LANTERN,-3,2011-03-15 14:18:00,8.29,,United Kingdom
120582,546662,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-15 14:36:00,2.95,16782.0,United Kingdom
121011,546689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,65,2011-03-16 10:24:00,2.55,16985.0,United Kingdom
121020,546691,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-03-16 10:45:00,2.55,15793.0,United Kingdom
121048,546731,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-03-16 11:39:00,2.55,13089.0,United Kingdom
121080,546732,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-16 11:41:00,2.95,14606.0,United Kingdom
121317,546753,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-16 13:00:00,2.95,16383.0,United Kingdom
121670,546776,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-16 16:08:00,2.95,17460.0,United Kingdom
121791,546784,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-17 09:49:00,2.95,18189.0,United Kingdom
121841,546787,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-03-17 10:01:00,2.55,14035.0,United Kingdom
121966,546837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-17 12:37:00,2.95,13650.0,United Kingdom
122050,546849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-17 13:13:00,2.95,13623.0,United Kingdom
122279,546857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-03-17 14:19:00,2.55,12937.0,United Kingdom
122392,546866,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-17 15:47:00,2.95,14462.0,United Kingdom
122893,546888,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-17 18:15:00,5.79,,United Kingdom
123084,546891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-17 18:18:00,5.79,,United Kingdom
123774,546913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-03-17 20:18:00,2.95,15861.0,United Kingdom
123914,546922,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-18 09:59:00,2.95,14110.0,United Kingdom
123972,546928,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-18 10:16:00,2.95,17685.0,United Kingdom
123994,546933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-03-18 11:02:00,0.0,,United Kingdom
124057,546949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-18 11:22:00,2.95,,United Kingdom
124208,546963,71053,WHITE METAL LANTERN,6,2011-03-18 11:39:00,3.75,16779.0,United Kingdom
124696,546986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-18 12:55:00,2.95,14194.0,United Kingdom
124848,546993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-18 13:19:00,2.95,17921.0,United Kingdom
124881,546995,71053,WHITE METAL LANTERN,5,2011-03-18 13:25:00,3.75,14041.0,United Kingdom
124945,546999,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-03-18 13:47:00,2.55,17133.0,United Kingdom
125176,547028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-20 10:13:00,2.95,13593.0,United Kingdom
125324,547042,71053,WHITE METAL LANTERN,3,2011-03-20 11:00:00,8.29,,United Kingdom
125358,547042,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-20 11:00:00,5.79,,United Kingdom
125584,547049,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-20 11:56:00,2.95,17134.0,United Kingdom
125639,547052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-20 12:07:00,2.95,18225.0,United Kingdom
125669,547055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-20 12:14:00,2.95,16444.0,United Kingdom
125740,547059,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-20 12:50:00,2.95,14693.0,United Kingdom
125915,547063,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-20 13:33:00,2.95,14769.0,United Kingdom
126362,547073,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-20 14:23:00,2.95,17211.0,United Kingdom
126475,547079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-20 15:02:00,2.95,15408.0,United Kingdom
126528,547083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-20 15:21:00,2.95,15452.0,United Kingdom
126550,547083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-03-20 15:21:00,2.95,15452.0,United Kingdom
126758,547098,71053,WHITE METAL LANTERN,0,2011-03-21 10:13:00,3.75,16384.0,United Kingdom
126775,547099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-21 10:30:00,2.95,18224.0,United Kingdom
127365,547209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-03-21 14:44:00,2.55,13081.0,United Kingdom
127716,547247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-03-22 09:01:00,2.55,18225.0,United Kingdom
128093,547249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-03-22 09:27:00,5.79,,United Kingdom
128297,547252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-22 10:13:00,2.95,13900.0,United Kingdom
128357,547253,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-22 10:44:00,2.95,13869.0,United Kingdom
128452,547334,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-22 11:43:00,2.95,15044.0,United Kingdom
128496,547349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-22 12:02:00,2.95,15132.0,United Kingdom
128562,547357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-22 12:15:00,2.95,17613.0,United Kingdom
128575,547358,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-22 12:25:00,2.95,15998.0,United Kingdom
128630,547358,71053,WHITE METAL LANTERN,1,2011-03-22 12:25:00,3.75,15998.0,United Kingdom
128883,547365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-22 12:36:00,2.95,12775.0,Netherlands
129391,547385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-22 15:48:00,5.79,,United Kingdom
129657,547386,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-22 15:52:00,5.79,,United Kingdom
130126,547413,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-23 09:43:00,2.95,13475.0,United Kingdom
130215,547418,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-23 10:25:00,2.95,13148.0,United Kingdom
130301,547485,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-23 11:16:00,2.95,17019.0,United Kingdom
130417,547489,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-23 11:44:00,2.95,17830.0,United Kingdom
130465,547491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-23 12:05:00,2.95,17096.0,United Kingdom
130514,547496,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-23 12:13:00,2.95,18075.0,United Kingdom
130647,547498,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-03-23 12:24:00,2.95,15021.0,United Kingdom
130688,547500,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-03-23 12:39:00,2.55,13408.0,United Kingdom
130838,547512,71053,WHITE METAL LANTERN,45,2011-03-23 13:46:00,3.39,17262.0,United Kingdom
131126,547547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-23 15:30:00,5.79,,United Kingdom
131386,547556,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-23 16:45:00,2.95,17250.0,United Kingdom
131662,547580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-03-24 10:48:00,2.95,13488.0,United Kingdom
131749,547644,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-24 11:38:00,2.95,14267.0,United Kingdom
131822,547649,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-24 12:02:00,2.95,18118.0,United Kingdom
132013,547651,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-24 12:11:00,2.95,16904.0,United Kingdom
132098,547655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-24 12:52:00,2.95,14267.0,United Kingdom
132132,547656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-03-24 12:53:00,2.95,13263.0,United Kingdom
132576,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-24 13:41:00,2.95,16769.0,United Kingdom
132579,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-24 13:41:00,2.95,16769.0,United Kingdom
132589,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-24 13:41:00,2.95,16769.0,United Kingdom
132789,547695,71053,WHITE METAL LANTERN,4,2011-03-24 15:15:00,3.75,18239.0,United Kingdom
132925,547709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-24 18:43:00,2.95,18109.0,United Kingdom
132977,547713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-25 08:41:00,2.95,16458.0,United Kingdom
133065,547721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-25 10:14:00,2.95,13000.0,United Kingdom
133448,547786,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-03-25 11:44:00,2.95,14587.0,United Kingdom
133622,547788,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-03-25 12:00:00,5.79,,United Kingdom
134160,547829,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-25 15:24:00,2.95,16081.0,United Kingdom
134284,547830,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-25 15:50:00,5.79,,United Kingdom
134357,547833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-25 17:34:00,2.95,16780.0,United Kingdom
134381,547837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-27 10:26:00,2.95,17243.0,United Kingdom
134411,547839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-03-27 10:54:00,2.55,12916.0,United Kingdom
134467,547842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-27 11:14:00,2.95,13875.0,United Kingdom
134623,547860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-27 12:21:00,2.95,17625.0,United Kingdom
134724,547864,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-27 13:10:00,2.95,15716.0,United Kingdom
134883,547871,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-27 14:28:00,2.95,16931.0,United Kingdom
134905,547872,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-27 14:34:00,2.95,16777.0,United Kingdom
134966,547874,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-27 15:39:00,2.95,14476.0,United Kingdom
135083,547881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-27 16:08:00,2.95,13110.0,United Kingdom
135220,547886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-28 09:21:00,2.95,13652.0,United Kingdom
135459,547896,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-28 11:34:00,2.95,17841.0,United Kingdom
135769,547910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-28 12:23:00,2.95,14159.0,United Kingdom
135978,547921,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-28 13:28:00,2.95,14766.0,United Kingdom
136222,547942,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-03-28 14:57:00,2.95,14538.0,United Kingdom
136497,547964,71053,WHITE METAL LANTERN,4,2011-03-28 15:45:00,8.29,,United Kingdom
136658,547967,71053,WHITE METAL LANTERN,-3,2011-03-28 15:49:00,8.29,,United Kingdom
136676,547967,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-03-28 15:49:00,5.79,,United Kingdom
136838,547990,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-29 09:53:00,2.95,15589.0,United Kingdom
136951,548007,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-29 10:51:00,2.95,13769.0,United Kingdom
137084,548012,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-03-29 11:15:00,2.95,17377.0,United Kingdom
137189,548144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,62,2011-03-29 12:29:00,2.55,13798.0,United Kingdom
137990,548178,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-03-29 14:35:00,2.95,14367.0,United Kingdom
138000,548185,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-29 14:58:00,2.95,15628.0,United Kingdom
138019,548186,85123A,WHITE HANGING HEART T-LIGHT HOLDER,76,2011-03-29 15:02:00,2.55,13777.0,United Kingdom
138041,548188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-29 15:12:00,2.95,13263.0,United Kingdom
138872,548215,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-30 09:19:00,2.95,15674.0,United Kingdom
138882,548217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2011-03-30 09:31:00,2.55,17616.0,United Kingdom
139339,548312,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-30 12:12:00,2.95,16059.0,United Kingdom
139545,548327,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-30 13:05:00,2.95,16788.0,United Kingdom
139651,548331,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-03-30 13:28:00,2.95,13047.0,United Kingdom
140096,548373,71053,WHITE METAL LANTERN,5,2011-03-30 16:34:00,8.29,,United Kingdom
140130,548373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-30 16:34:00,5.79,,United Kingdom
140292,548400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-03-30 17:33:00,2.95,17400.0,United Kingdom
140434,548405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-31 09:48:00,2.95,17088.0,United Kingdom
140598,548450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-03-31 11:20:00,2.55,15856.0,United Kingdom
140675,548452,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-03-31 11:37:00,2.95,13060.0,United Kingdom
140840,548470,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-31 12:36:00,2.95,12782.0,Portugal
140856,548484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-31 12:43:00,2.95,13571.0,United Kingdom
141130,548500,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-03-31 13:49:00,2.95,17071.0,United Kingdom
141429,C548513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-03-31 15:54:00,2.55,13777.0,United Kingdom
141615,548516,71053,WHITE METAL LANTERN,6,2011-03-31 16:28:00,8.29,,United Kingdom
141646,548516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-03-31 16:28:00,5.79,,United Kingdom
141693,548516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-03-31 16:28:00,2.95,,United Kingdom
141870,548522,71053,WHITE METAL LANTERN,13,2011-03-31 16:43:00,8.29,,United Kingdom
142091,548550,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-01 08:22:00,2.95,18161.0,United Kingdom
142114,548552,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-01 09:06:00,2.95,17613.0,United Kingdom
142208,548560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-04-01 10:10:00,2.55,13468.0,United Kingdom
142232,548561,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-01 10:11:00,2.95,16609.0,United Kingdom
142377,548610,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-04-01 11:28:00,2.95,15860.0,United Kingdom
142680,548622,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-01 12:09:00,2.95,13636.0,United Kingdom
142726,548632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-04-01 12:25:00,2.95,17701.0,United Kingdom
142740,548632,71053,WHITE METAL LANTERN,5,2011-04-01 12:25:00,3.75,17701.0,United Kingdom
142770,548636,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-04-01 12:29:00,2.95,15601.0,United Kingdom
142827,548648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-01 13:20:00,2.95,12949.0,United Kingdom
142880,548650,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-01 13:22:00,2.95,14852.0,United Kingdom
143314,548686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-04-01 16:49:00,2.55,15856.0,United Kingdom
143357,548697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-04-03 10:49:00,2.55,15482.0,United Kingdom
143391,548699,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-03 11:08:00,2.95,,United Kingdom
143478,548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-04-03 11:37:00,2.95,16010.0,United Kingdom
143480,548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-04-03 11:37:00,2.95,16010.0,United Kingdom
143591,548708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-04-03 12:41:00,2.95,13269.0,United Kingdom
143704,548711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-04-03 14:24:00,2.95,18116.0,United Kingdom
143854,548714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-03 15:07:00,2.95,17337.0,United Kingdom
143882,548714,71053,WHITE METAL LANTERN,3,2011-04-03 15:07:00,3.75,17337.0,United Kingdom
144278,548735,71053,WHITE METAL LANTERN,5,2011-04-04 10:52:00,3.75,15039.0,United Kingdom
144473,548743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 12:05:00,2.95,14895.0,United Kingdom
144571,548749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-04 12:29:00,2.95,13004.0,United Kingdom
144808,548808,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 12:55:00,2.95,17774.0,United Kingdom
144907,548860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
145067,548865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-04-04 14:09:00,2.95,14747.0,United Kingdom
145157,548869,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 14:31:00,2.95,17114.0,United Kingdom
145195,548870,71053,WHITE METAL LANTERN,-1,2011-04-04 14:41:00,3.75,14606.0,United Kingdom
145225,548874,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-04-04 15:18:00,2.55,17716.0,United Kingdom
145452,548893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-04-04 15:54:00,5.79,,United Kingdom
145673,548894,71053,WHITE METAL LANTERN,10,2011-04-04 16:01:00,8.29,,United Kingdom
145742,548898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-04 16:28:00,2.95,17214.0,United Kingdom
146110,C548972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-10,2011-04-05 11:42:00,2.95,15674.0,United Kingdom
146129,548973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-04-05 11:44:00,2.95,15674.0,United Kingdom
146198,548978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-04-05 12:08:00,2.95,15727.0,United Kingdom
146260,548983,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-04-05 12:30:00,2.95,16906.0,United Kingdom
146437,548987,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-04-05 12:50:00,2.95,14535.0,United Kingdom
146583,C548995,71053,WHITE METAL LANTERN,3,2011-04-05 14:08:00,3.75,17841.0,United Kingdom
146736,549015,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-04-05 15:12:00,2.95,15244.0,United Kingdom
146956,549023,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-04-05 16:27:00,5.79,,United Kingdom
147067,549052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-04-06 10:19:00,2.95,17682.0,United Kingdom
147113,549055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-04-06 10:33:00,2.95,13515.0,United Kingdom
147212,549099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-06 11:07:00,2.95,16241.0,United Kingdom
147357,549115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-04-06 12:41:00,2.55,13098.0,United Kingdom
147400,549116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-06 12:49:00,2.95,16670.0,United Kingdom
147404,549116,71053,WHITE METAL LANTERN,7,2011-04-06 12:49:00,3.75,16670.0,United Kingdom
147822,549148,71053,WHITE METAL LANTERN,-1,2011-04-06 15:31:00,3.75,14534.0,United Kingdom
